,pitch_type,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,vx0,vy0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name
6206,SL,87.4,-1.1497,6.3634,0.2152,0.3528,4.5495,-127.2501,1.5052,22.9844,-27.5346,87.351,2288.0,5.961,Slider
6207,FF,94.8,-1.1753,6.3508,-0.9442,1.4208,6.4046,-137.8841,-13.373,29.2388,-12.9955,94.763,2332.0,6.19,4-Seam Fastball
6208,FF,94.2,-1.1277,6.3448,-0.7785,1.5594,5.2118,-136.8869,-10.8476,30.5575,-11.6651,93.667,2368.0,6.077,4-Seam Fastball
6209,SL,86.7,-1.3666,6.3027,0.1944,0.3428,4.3623,-126.2629,1.3314,21.1581,-27.765,86.538,2328.0,5.749,Slider
6210,FF,94.3,-1.154,6.3871,-0.9342,1.4491,4.4628,-137.2357,-12.6591,29.1374,-13.5545,94.047,2323.0,6.044,4-Seam Fastball
6211,FF,95.0,-1.215,6.4026,-1.2032,1.2138,3.021,-138.0111,-15.7866,32.7288,-15.229,93.955,2294.0,5.916,4-Seam Fastball
6212,SL,85.5,-1.3761,6.268,0.1743,0.3159,3.0671,-124.455,1.1732,24.2107,-28.7343,84.599,2400.0,5.615,Slider
6213,CU,81.1,-1.4052,6.3858,0.3322,-0.5507,1.3338,-117.9491,2.7698,18.8586,-37.6291,79.563,2375.0,4.899,Curveball
6214,CH,74.8,-0.7227,6.6119,-0.9874,1.4771,1.1462,-108.7057,-7.7766,19.8331,-20.2919,73.476,1896.0,5.458,Changeup
6215,CH,75.7,-0.8125,6.5773,-1.0957,1.5473,2.8836,-109.9811,-9.023,18.9426,-19.7691,74.037,1990.0,5.072,Changeup
6216,FF,87.7,-0.522,6.6295,-0.5436,2.0238,1.335,-127.2738,-5.9586,25.9052,-9.5186,85.847,2298.0,5.23,4-Seam Fastball
6217,CH,76.7,-0.7482,6.5659,-1.0464,1.7195,4.2705,-111.4241,-9.2948,20.7709,-17.4627,75.655,2216.0,5.705,Changeup
6218,FF,87.1,-0.5027,6.662,-0.4566,1.883,2.5791,-126.4654,-5.21,23.0361,-11.3831,85.546,2323.0,5.171,4-Seam Fastball
6219,FF,86.5,-0.6979,6.5765,-0.3969,1.8405,3.4923,-125.4836,-4.7134,22.7101,-11.5222,85.148,2257.0,5.35,4-Seam Fastball
6220,CH,76.0,-0.7953,6.5859,-1.1908,1.6043,2.7079,-110.3547,-9.8605,20.8073,-18.906,74.357,2056.0,5.324,Changeup
6221,FF,87.3,-0.5001,6.6619,-0.5622,1.9389,0.641,-126.8772,-5.9699,25.7245,-11.1459,85.542,2288.0,5.203,4-Seam Fastball
6222,FF,86.0,-0.6737,6.641,-0.6365,1.8951,0.0876,-124.954,-6.3932,23.7515,-12.1204,84.006,2259.0,4.936,4-Seam Fastball
6223,FF,94.8,-0.8868,6.4146,-1.3499,1.3923,4.4309,-137.8007,-18.0598,32.5239,-13.283,94.274,2240.0,6.182,4-Seam Fastball
6224,FF,95.5,-0.97,6.5072,-1.0402,1.4992,8.4082,-138.6534,-15.2749,33.0334,-12.3412,94.849,2247.0,6.185,4-Seam Fastball
6225,SL,88.0,-1.1753,6.3731,-0.0075,0.102,4.7853,-127.9819,-1.0653,26.326,-30.1937,87.344,2244.0,5.898,Slider
6226,SL,89.8,-1.328,6.2809,0.0603,0.1601,6.1051,-130.563,-0.4889,25.1722,-29.1068,89.709,2229.0,6.091,Slider
6227,FF,95.3,-1.1841,6.3457,-1.1027,1.2627,6.2016,-138.5662,-15.5073,31.0479,-15.0083,95.036,2222.0,6.186,4-Seam Fastball
6228,FT,94.0,-1.216,6.2788,-1.4474,0.9313,6.585,-136.5449,-19.5056,33.425,-19.4907,93.359,2117.0,6.262,2-Seam Fastball
6229,FT,94.8,-1.2211,6.4042,-1.3896,0.8179,3.9023,-137.8523,-18.4185,32.7293,-21.3257,94.207,2194.0,6.135,2-Seam Fastball
6230,SL,86.4,-1.3669,6.3761,0.0891,-0.0208,4.3922,-125.6028,-0.0115,26.7866,-31.923,85.535,2329.0,5.905,Slider
6231,FT,94.6,-1.2272,6.2883,-1.5938,0.8016,4.3281,-137.565,-20.8845,31.2713,-21.1277,93.828,2197.0,5.928,2-Seam Fastball
6232,CH,86.2,-1.2761,6.2857,-1.1956,1.2956,3.5395,-125.1856,-13.0608,25.6501,-17.5402,85.287,1630.0,5.843,Changeup
6233,FF,87.2,-0.6583,6.5866,-0.3906,1.8946,2.9281,-126.6999,-4.6448,24.6637,-11.2483,85.747,2274.0,5.331,4-Seam Fastball
6234,CH,76.7,-0.7679,6.6508,-1.2018,1.6279,4.8047,-111.3501,-10.4623,20.1672,-19.2211,74.974,2054.0,5.168,Changeup
6235,FF,87.5,-0.5351,6.5727,-0.5013,2.023,0.3619,-127.0337,-5.3405,25.343,-9.3515,86.062,2338.0,5.436,4-Seam Fastball
6236,FF,87.2,-0.5237,6.6637,-0.4577,2.1212,3.029,-126.5912,-5.3858,26.789,-8.9424,85.446,2316.0,5.37,4-Seam Fastball
6237,CH,75.6,-1.1478,6.5143,-1.1414,1.4522,4.161,-109.6238,-9.5265,18.1782,-19.786,73.856,2029.0,5.044,Changeup
6238,FC,84.3,-0.6503,6.7106,-0.1702,1.4393,2.7033,-122.5357,-2.1624,22.7661,-17.1298,82.913,2437.0,5.292,Cutter
6239,FC,83.3,-0.8174,6.715,-0.0264,1.5415,2.4885,-121.044,-0.7108,22.4461,-16.9426,81.496,2368.0,5.036,Cutter
6240,CU,81.6,-1.2912,6.2919,0.3657,-0.569,1.9316,-118.7926,3.0667,19.0867,-37.4009,80.708,2605.0,5.297,Curveball
6241,FF,94.8,-1.0951,6.4419,-1.0708,1.4546,3.5845,-137.8434,-14.1589,30.1902,-12.8762,93.838,2313.0,5.733,4-Seam Fastball
6242,SL,87.0,-1.223,6.3462,0.1912,0.2179,1.7482,-126.5889,1.6912,25.1355,-29.0423,86.723,2448.0,6.056,Slider
6243,FF,94.4,-1.1599,6.4477,-1.0677,1.107,3.9219,-137.3301,-14.2556,30.265,-17.7451,94.057,2184.0,6.092,4-Seam Fastball
6244,SL,87.4,-1.2067,6.3707,0.2845,0.3553,3.0666,-127.3517,2.5005,23.7943,-27.9916,87.314,2518.0,5.959,Slider
6245,FF,94.6,-1.1537,6.4719,-1.1831,1.1703,3.5844,-137.2861,-15.3299,32.0276,-16.1725,92.897,2357.0,5.55,4-Seam Fastball
6246,FF,93.7,-1.0935,6.4653,-1.1962,1.21,3.6185,-136.0001,-15.2459,31.3422,-16.0912,92.132,2257.0,5.607,4-Seam Fastball
6247,FF,94.4,-1.1754,6.4745,-1.1283,1.3697,3.5878,-137.1767,-14.7927,28.5054,-13.6112,93.713,2338.0,5.826,4-Seam Fastball
6248,FF,95.5,-1.2358,6.3963,-1.1352,1.3972,5.7219,-138.6369,-15.6482,33.7886,-13.6527,94.054,2372.0,5.778,4-Seam Fastball
6249,SL,87.3,-1.3148,6.3416,0.1978,0.6636,5.4842,-126.9741,1.0053,25.5783,-24.6163,86.735,2551.0,5.92,Slider
6250,FF,94.1,-1.2714,6.3718,-1.2586,1.3685,4.3302,-136.7772,-16.3601,29.3526,-14.532,92.969,2298.0,5.619,4-Seam Fastball
6251,FF,93.6,-1.2145,6.4628,-1.0601,1.5013,4.7926,-136.0678,-13.9341,28.8991,-13.1503,92.689,2200.0,5.73,4-Seam Fastball
6252,FF,94.5,-1.1585,6.3749,-1.0335,1.298,4.7684,-137.5331,-13.776,26.9796,-15.9036,93.612,2289.0,5.5,4-Seam Fastball
6253,FF,94.6,-1.2883,6.3798,-1.1728,1.4154,3.9226,-137.4481,-15.4565,28.2811,-12.969,93.867,2415.0,5.782,4-Seam Fastball
6254,SL,86.7,-1.2662,6.4077,0.3052,0.16,5.3063,-126.0605,2.2947,22.6648,-29.4048,86.679,2428.0,6.063,Slider
6255,FF,93.1,-1.2962,6.3749,-1.2188,1.2321,4.3873,-135.5142,-15.7399,29.6344,-17.1513,92.473,2336.0,5.9,4-Seam Fastball
6256,SL,87.7,-1.377,6.3025,0.28,0.1741,3.1168,-127.5421,2.3595,25.4495,-30.2293,86.641,2513.0,5.58,Slider
6257,FF,93.4,-1.3394,6.4034,-0.9438,1.1155,4.8886,-135.7766,-12.4796,27.1791,-17.4339,92.715,2311.0,5.745,4-Seam Fastball
6258,CH,75.9,-1.0253,6.4998,-1.0883,1.5229,2.0237,-110.3484,-8.9448,18.5231,-19.6504,74.65,2067.0,5.287,Changeup
6259,FF,87.3,-0.3861,6.6494,-0.3289,1.8931,3.9504,-126.8392,-4.1734,24.0416,-11.6241,85.665,2344.0,5.158,4-Seam Fastball
6260,FF,86.6,-0.689,6.5869,-0.31,1.9856,1.4705,-125.8308,-3.4538,23.3195,-10.5084,85.047,2364.0,5.169,4-Seam Fastball
6261,FF,87.2,-0.6961,6.6222,-0.4754,1.8682,0.8864,-126.5374,-5.0912,22.9,-11.3444,85.51,2333.0,5.102,4-Seam Fastball
6262,FF,87.4,-0.5608,6.6164,-0.293,1.9433,3.2278,-126.962,-3.6809,24.2964,-10.9179,85.842,2330.0,5.237,4-Seam Fastball
6263,CH,76.2,-1.0091,6.6218,-1.0906,1.6502,4.2074,-110.8501,-9.4868,18.3829,-18.7705,75.382,2019.0,5.545,Changeup
6264,FC,84.3,-0.896,6.6414,0.4891,1.0699,1.5229,-122.5658,4.4687,22.1838,-21.2852,82.683,2427.0,5.068,Cutter
6265,FF,85.8,-0.7912,6.617,-0.3542,1.9169,3.7526,-124.3725,-4.2938,24.9931,-11.4218,83.907,2302.0,5.264,4-Seam Fastball
6266,FF,86.1,-0.9886,6.5543,-0.3114,1.9774,5.1057,-124.8292,-4.1971,25.3393,-10.4321,84.565,2277.0,5.512,4-Seam Fastball
6267,FF,86.8,-0.6633,6.6005,-0.5848,1.8837,3.4945,-125.9773,-6.7253,26.5882,-11.89,84.913,2260.0,5.296,4-Seam Fastball
6268,CH,75.8,-0.9799,6.5438,-1.1723,1.6437,3.6375,-109.9389,-9.756,20.7038,-18.3482,73.8,2067.0,5.119,Changeup
6269,FF,86.2,-0.8183,6.591,-0.5985,2.0258,2.9848,-124.8675,-6.5788,25.5861,-10.31,83.782,2294.0,4.99,4-Seam Fastball
6270,CU,76.0,-0.4801,6.0773,0.3711,-0.7988,-1.8927,-110.5357,3.2541,18.4597,-38.8313,74.697,2207.0,5.213,Curveball
6271,FF,91.6,-0.1543,6.0186,0.1295,1.2974,-0.9714,-133.2657,1.7375,27.8391,-15.3398,91.451,2299.0,6.148,4-Seam Fastball
6272,FF,91.6,-0.0635,6.043,0.1645,1.0901,0.0932,-133.3608,1.9385,27.2213,-18.28,91.644,2242.0,6.173,4-Seam Fastball
6273,CU,78.5,-0.1468,6.1098,0.3092,-0.8086,-0.6518,-114.3201,2.756,19.8501,-39.1588,77.622,2365.0,5.49,Curveball
6274,CU,79.0,-0.311,6.1743,0.3301,-0.7511,-2.9316,-114.9656,3.3693,19.6924,-38.7999,78.268,2402.0,5.599,Curveball
6275,FF,90.5,-0.1803,6.1012,0.2944,1.2062,-0.7733,-131.7278,3.5241,25.7802,-17.4335,89.889,2246.0,5.723,4-Seam Fastball
6276,FF,92.3,-0.1484,6.0177,0.098,1.4967,-0.2,-133.7671,1.201,28.8505,-11.7199,91.293,2311.0,5.906,4-Seam Fastball
6277,SL,83.7,-0.2867,6.061,0.4262,0.0989,-0.935,-121.8388,4.3199,23.3446,-30.8438,82.759,2078.0,5.586,Slider
6278,SL,84.0,-0.1225,6.0808,0.3799,-0.0383,-0.9527,-122.1983,3.8801,24.497,-32.196,82.711,2217.0,5.484,Slider
6279,SL,83.9,-0.024,6.0364,0.5981,-0.0749,0.3414,-122.1291,5.7445,24.3483,-32.8545,82.754,,5.533,Slider
6280,FF,91.6,-0.2604,6.0869,0.1632,1.3801,0.3987,-133.3112,1.8666,26.7946,-14.6003,91.77,2340.0,6.238,4-Seam Fastball
6281,FF,94.2,-2.8437,4.9568,-0.8426,1.4119,5.582,-136.995,-11.752,30.2817,-14.1598,93.834,2580.0,6.108,4-Seam Fastball
6282,FF,94.1,-2.9686,4.946,-0.6397,1.4516,6.6027,-136.7425,-9.3865,29.7994,-13.3417,93.615,2576.0,6.053,4-Seam Fastball
6283,FF,93.3,-3.1146,4.9788,-0.7544,1.3523,6.323,-135.7887,-10.6582,29.1756,-15.5891,93.259,2582.0,6.214,4-Seam Fastball
6284,CH,87.3,-3.0577,4.9936,-1.2724,0.1451,11.6536,-126.7232,-16.0027,23.8154,-30.492,87.55,1823.0,6.402,Changeup
6285,SL,85.4,-3.2306,4.9836,0.724,0.3481,4.2942,-124.2203,6.4309,23.7456,-29.3018,84.017,2721.0,5.3,Slider
6286,FF,94.5,-3.0824,4.9378,-0.8371,1.2919,5.6253,-137.5715,-11.7358,28.9965,-15.3987,94.298,2561.0,6.035,4-Seam Fastball
6287,FF,91.7,-2.9195,4.9994,-0.7668,1.3544,11.3239,-133.0165,-11.3117,26.4928,-15.5799,91.294,2549.0,6.059,4-Seam Fastball
6288,FF,93.9,-2.8983,4.96,-0.907,1.1903,6.4911,-136.5854,-12.5877,27.5204,-17.3881,93.683,2636.0,5.993,4-Seam Fastball
6289,FF,92.4,-2.9268,4.9814,-0.7543,1.336,5.1482,-134.5737,-10.1977,27.9013,-16.3233,92.421,2508.0,6.153,4-Seam Fastball
6290,CH,88.3,-3.0171,4.9682,-1.5377,0.2869,9.6039,-128.2234,-18.8342,25.4025,-28.2396,88.15,1781.0,6.216,Changeup
6291,FF,94.9,-2.9402,4.8785,-0.7859,1.0951,7.8526,-138.0243,-11.6117,28.8193,-17.953,94.622,2557.0,6.017,4-Seam Fastball
6292,FF,94.3,-2.9064,4.831,-0.6903,1.2052,8.8229,-136.9061,-10.4699,30.6479,-16.7385,93.134,2545.0,5.758,4-Seam Fastball
6293,SL,85.1,-3.1228,4.859,0.5762,0.312,5.7823,-123.7216,4.6004,25.3067,-29.5238,84.108,2568.0,5.745,Slider
6294,FF,92.9,-3.092,4.9038,-0.5559,1.3743,6.0125,-134.9468,-8.0317,30.7075,-14.6373,91.922,2567.0,5.903,4-Seam Fastball
6295,FF,92.7,-2.9502,4.881,-0.7367,1.3479,6.1972,-134.7157,-10.1611,29.8533,-15.6477,91.697,2587.0,5.804,4-Seam Fastball
6296,SL,84.7,-3.2559,4.8669,0.8108,0.1052,1.6151,-123.2819,7.7689,23.7449,-31.1828,83.82,2519.0,5.626,Slider
6297,SL,86.3,-3.1944,4.7784,0.6696,0.0319,6.8768,-125.3836,5.47,25.3228,-32.6313,84.963,2649.0,5.505,Slider
6298,FF,93.1,-3.0452,4.8399,-0.3874,1.1157,5.6409,-135.5121,-5.8738,27.4426,-18.2149,92.834,2607.0,5.952,4-Seam Fastball
6299,FF,94.2,-3.1397,4.7533,-0.6306,1.017,5.5314,-137.1793,-9.0998,27.399,-18.9103,94.612,2515.0,6.272,4-Seam Fastball
6300,SL,86.3,-3.2282,4.8556,0.7983,-0.1138,8.3396,-125.4601,6.7766,22.8467,-33.1645,85.617,1345.0,5.679,Slider
6301,CU,85.6,-3.2374,4.8412,0.887,-0.3717,6.1695,-124.4083,7.814,23.9612,-36.2896,84.588,,5.607,Curveball
6302,CH,88.3,-3.036,4.8632,-1.4529,0.3408,10.7915,-128.2172,-18.08,23.3258,-28.0208,88.505,2006.0,6.266,Changeup
6303,CH,89.6,-2.9758,4.8344,-1.3299,0.2101,10.9577,-129.9956,-17.2088,24.5727,-29.1607,89.643,1930.0,6.26,Changeup
6304,FF,94.9,-2.9548,4.789,-0.7143,1.2175,12.0127,-137.7156,-11.5714,29.7932,-16.8549,94.125,2692.0,5.929,4-Seam Fastball
6305,CH,89.0,-3.0886,4.8531,-1.571,0.497,9.7369,-129.1332,-19.3756,26.396,-25.9359,88.349,1974.0,6.003,Changeup
6306,FF,93.6,-3.0275,4.8354,-0.7176,1.2342,9.6623,-135.9649,-10.8106,28.5896,-16.8745,92.892,2687.0,5.873,4-Seam Fastball
6307,CH,89.3,-3.1706,4.897,-1.243,0.1348,9.5867,-129.6543,-15.8526,25.4246,-30.2624,89.068,1940.0,6.13,Changeup
6308,FF,95.5,-2.8948,4.822,-1.0074,1.1896,8.9659,-138.8119,-14.8459,30.0733,-17.7809,95.055,2627.0,6.021,4-Seam Fastball
6309,FF,93.7,-2.7662,4.8348,-0.9228,1.2107,10.9826,-135.9299,-13.6321,29.0598,-17.3704,92.866,2541.0,5.909,4-Seam Fastball
6310,FF,94.6,-2.9946,4.8082,-0.9741,1.3333,9.0537,-137.3591,-14.0866,30.0342,-15.7539,93.611,2571.0,5.798,4-Seam Fastball
6311,CU,82.1,-2.1101,5.7877,0.5272,-0.5452,2.4451,-119.5339,4.5085,20.502,-37.6759,81.187,2640.0,5.392,Curveball
6312,FF,91.7,-2.0277,5.6603,-0.617,1.5141,7.4294,-133.3557,-8.7679,27.2955,-13.955,91.019,2337.0,5.802,4-Seam Fastball
6313,CU,83.2,-2.0819,5.7674,0.4711,-0.7519,9.3957,-120.7847,2.7626,22.4325,-38.8818,82.136,2667.0,5.601,Curveball
6314,CU,82.5,-2.0487,5.7598,0.6001,-0.6948,5.7451,-119.9869,4.5955,21.573,-38.8805,81.316,2575.0,5.356,Curveball
6315,CH,85.8,-2.1778,5.7603,-0.4225,0.2444,5.092,-124.8975,-5.1382,19.8351,-29.6075,85.036,2050.0,5.307,Changeup
6316,CU,82.6,-1.9415,5.7889,0.4449,-0.6726,6.4609,-120.0212,2.98,22.0129,-38.3739,81.233,2611.0,5.324,Curveball
6317,FF,92.3,-1.8393,5.6981,-0.684,1.3057,6.4753,-134.2541,-9.5074,27.8252,-16.0847,91.764,2303.0,5.894,4-Seam Fastball
6318,CH,84.9,-2.1299,5.7008,-0.8512,0.2963,6.2713,-123.419,-9.6356,23.4165,-29.1972,83.626,1899.0,5.399,Changeup
6319,CH,85.9,-2.2634,5.7477,-0.3541,0.019,5.7646,-124.941,-4.6505,22.5407,-32.3275,84.79,2241.0,5.359,Changeup
6320,FF,92.5,-1.8237,5.7488,-0.5961,1.3985,7.3743,-134.361,-8.7528,30.4293,-15.4062,91.514,2407.0,5.897,4-Seam Fastball
6321,FF,92.6,-1.9488,5.7524,-0.4887,1.3241,7.3636,-134.5498,-7.4462,28.8351,-15.284,92.029,2314.0,6.0,4-Seam Fastball
6322,CH,84.7,-2.2112,5.7378,-0.2579,0.0801,10.336,-122.8241,-4.3742,21.7898,-31.1803,83.335,2189.0,5.347,Changeup
6323,FF,91.5,-2.03,5.7177,-0.7084,1.4879,7.9357,-132.8553,-10.0069,29.73,-13.9748,90.5,2376.0,5.902,4-Seam Fastball
6324,FF,91.3,-2.0929,5.6945,-0.6506,1.4525,5.4938,-132.7762,-8.7204,29.2748,-15.0455,90.194,2287.0,5.712,4-Seam Fastball
6325,FF,91.8,-2.0813,5.6938,-0.7537,1.271,9.867,-133.0994,-10.8382,27.4286,-16.2125,90.767,2255.0,5.773,4-Seam Fastball
6326,CH,86.0,-2.3414,5.6071,-0.5602,0.1103,6.6994,-125.1163,-6.9068,21.0234,-31.0719,85.336,1939.0,5.501,Changeup
6327,CH,85.7,-2.2213,5.6489,-0.7982,-0.3861,9.4299,-124.3886,-9.8465,21.9504,-35.7262,85.048,1746.0,5.74,Changeup
6328,FF,91.5,-2.1339,5.8163,-0.607,1.5015,6.3097,-132.9373,-8.3877,28.9125,-14.3838,90.25,2346.0,5.645,4-Seam Fastball
6329,CH,85.5,-2.3912,5.702,-0.3894,-0.251,5.8334,-124.3342,-5.0559,23.6814,-35.0714,84.517,2151.0,5.572,Changeup
6330,FF,91.5,-2.1199,5.7614,-0.501,1.4554,5.0007,-133.0323,-6.8934,28.0701,-14.508,90.647,2218.0,5.78,4-Seam Fastball
6331,FF,91.5,-2.2227,5.7277,-0.5655,1.4533,4.2867,-133.0883,-7.5418,27.8048,-14.5511,91.051,2219.0,5.981,4-Seam Fastball
6332,FF,89.7,-2.2074,5.7919,-0.3411,1.3858,5.2864,-130.5114,-4.9029,26.3822,-16.1723,89.032,2172.0,5.793,4-Seam Fastball
6333,FF,90.1,-2.3248,5.7237,-0.5763,1.3509,6.7106,-131.0104,-7.9655,27.2436,-16.7003,89.672,2271.0,6.032,4-Seam Fastball
6334,FF,89.9,-2.2953,5.6525,-0.6284,1.349,10.0762,-130.4063,-9.1154,25.725,-15.5242,89.463,2257.0,6.056,4-Seam Fastball
6335,SL,82.5,-2.2721,5.8614,0.1462,-0.1285,7.4755,-119.72,-0.1447,24.0793,-32.4185,80.899,2529.0,5.445,Slider
6336,SI,92.7,-2.8296,6.1639,-1.3859,0.7572,9.4735,-134.6598,-18.9436,27.8897,-21.8062,93.008,2172.0,6.464,Sinker
6337,SI,92.7,-2.9305,6.3165,-1.3253,0.9348,8.8733,-134.7666,-18.1358,27.9847,-19.7448,93.167,2189.0,6.518,Sinker
6338,SL,86.7,-3.3589,6.149,0.0054,0.7613,8.2788,-125.9851,-1.5241,24.0639,-23.3913,86.892,2060.0,6.355,Slider
6339,SI,92.2,-3.0079,6.2334,-1.3111,0.8964,11.4739,-133.5044,-18.1465,26.0622,-19.4069,92.568,2307.0,6.571,Sinker
6340,CH,85.9,-3.3422,5.9631,-1.2843,0.4785,12.7541,-124.3883,-15.5604,22.2863,-26.5702,85.413,2118.0,6.007,Changeup
6341,CH,85.3,-3.4629,6.0064,-1.4773,0.5916,9.9517,-123.7651,-16.8721,23.0722,-25.3435,84.683,2167.0,5.9,Changeup
6342,SI,93.4,-3.1394,6.1707,-1.5857,0.944,13.825,-134.9613,-22.0503,28.0797,-18.7386,92.357,2283.0,5.957,Sinker
6343,SI,91.3,-3.1046,6.2063,-1.4658,0.9055,10.0543,-132.4105,-19.1804,27.3747,-20.3932,90.724,2221.0,6.054,Sinker
6344,CH,86.2,-3.0674,5.9422,-1.3615,0.3223,12.9435,-124.8258,-16.6248,23.4458,-28.1809,85.775,2085.0,6.136,Changeup
6345,SI,91.9,-3.2444,6.2404,-1.3737,0.8767,9.7266,-133.4163,-18.592,27.6791,-20.5819,92.298,2240.0,6.576,Sinker
6346,SI,91.8,-3.1992,6.2876,-1.491,0.9452,10.6622,-133.1679,-20.0381,27.5136,-19.7311,91.89,2266.0,6.43,Sinker
6347,SI,91.3,-3.1156,6.2805,-1.4507,0.849,11.7674,-132.3092,-19.5309,27.8813,-20.7513,91.074,2248.0,6.352,Sinker
6348,SI,91.3,-2.9666,6.2938,-1.3006,1.0557,5.8255,-132.7019,-16.5763,27.9008,-18.6227,91.263,2194.0,6.292,Sinker
6349,FF,92.5,-2.1023,5.7467,-0.6299,1.4063,6.9414,-134.4942,-8.97,27.9441,-14.7943,91.809,2396.0,5.824,4-Seam Fastball
6350,FF,92.9,-2.0604,5.7559,-0.5926,1.3785,7.1003,-135.1109,-8.5755,27.8066,-15.7773,92.006,2377.0,5.658,4-Seam Fastball
6351,SL,85.2,-2.1511,5.8501,0.3286,-0.0204,5.009,-123.9918,2.4598,21.0937,-32.0257,84.318,2552.0,5.374,Slider
6352,CH,87.1,-2.2401,5.7218,-0.3717,-0.0001,7.6214,-126.4864,-5.2685,22.6273,-31.1555,86.081,2339.0,5.475,Changeup
6353,CH,87.6,-2.2576,5.7393,-0.4119,0.0724,6.2267,-127.468,-5.4663,22.024,-31.1148,86.716,2354.0,5.374,Changeup
6354,CH,87.5,-2.1719,5.747,-0.2887,-0.2139,7.4595,-127.0186,-4.3228,21.4199,-33.1999,86.555,2241.0,5.43,Changeup
6355,FF,92.7,-2.0274,5.7518,-0.6025,1.5051,4.1165,-134.8852,-8.2098,29.4185,-13.6167,92.528,2387.0,6.196,4-Seam Fastball
6356,FF,92.7,-2.0876,5.8274,-0.5818,1.5481,7.6536,-134.6004,-8.5506,29.8098,-13.8422,91.119,2318.0,5.499,4-Seam Fastball
6357,FF,92.7,-2.0472,5.7356,-0.6724,1.5059,6.3656,-134.843,-9.529,29.3953,-13.255,92.417,2442.0,6.146,4-Seam Fastball
6358,CH,85.8,-2.3256,5.7467,-0.2868,0.2062,3.3149,-124.839,-3.5267,22.7615,-30.1562,84.76,2448.0,5.407,Changeup
6359,CH,85.9,-2.4869,5.621,-0.3332,-0.0151,5.6131,-124.9189,-4.3507,21.3128,-32.8329,84.751,2335.0,5.236,Changeup
6360,CH,87.0,-2.2576,5.7572,-0.3597,-0.0524,4.6684,-126.6833,-4.5646,21.2178,-32.501,86.133,2357.0,5.297,Changeup
6361,FF,91.9,-2.1038,5.8132,-0.8801,1.3039,7.9802,-133.6674,-12.1202,26.5946,-16.5678,91.905,2411.0,6.145,4-Seam Fastball
6362,FF,93.3,-2.0481,5.7748,-0.618,1.3426,5.5899,-135.7367,-8.7533,28.3789,-14.6086,93.054,2446.0,6.055,4-Seam Fastball
6363,CU,80.7,-2.0863,5.8861,0.4672,-1.236,4.6353,-117.262,3.1889,23.3331,-43.3081,78.706,2762.0,5.089,Curveball
6364,CH,87.3,-2.2417,5.7199,-0.5533,0.2031,4.9125,-127.0531,-6.6529,20.3412,-29.5717,86.5,2114.0,5.289,Changeup
6365,CH,86.9,-2.3404,5.6702,-0.1858,-0.1974,6.5473,-126.2559,-3.182,24.0389,-33.3409,85.689,2343.0,5.451,Changeup
6366,FF,94.0,-1.9654,5.7777,-0.759,1.2074,4.282,-136.7906,-10.3031,28.9941,-16.3633,93.439,2331.0,5.867,4-Seam Fastball
6367,CH,86.9,-2.3461,5.6779,-0.6044,-0.1636,6.5274,-126.4879,-7.4475,21.043,-33.6821,86.182,2301.0,5.406,Changeup
6368,FF,93.3,-2.0433,5.8382,-0.7902,1.4803,4.3657,-135.5814,-10.4723,29.8896,-13.576,92.1,2359.0,5.664,4-Seam Fastball
6369,FF,90.9,-2.2598,5.6771,-0.454,1.3926,4.3959,-132.2675,-6.1834,28.035,-15.5216,90.315,2255.0,5.92,4-Seam Fastball
6370,SI,92.9,-3.0505,6.1609,-1.5029,0.841,9.1961,-134.8451,-20.2966,30.0037,-20.6317,92.557,2279.0,6.276,Sinker
6371,SI,93.1,-2.9358,6.3313,-1.469,0.8678,8.3873,-135.1968,-19.7961,30.3924,-20.2734,92.737,2343.0,6.258,Sinker
6372,FF,91.6,-3.22,6.2374,-1.0427,1.2814,10.2257,-132.8254,-14.4108,27.8188,-15.693,91.114,2298.0,6.139,4-Seam Fastball
6373,SI,91.4,-3.4217,6.2406,-1.2165,1.0324,11.3737,-132.5528,-16.66,27.3263,-18.7391,91.126,2171.0,6.23,Sinker
6374,SI,90.9,-3.4119,6.2268,-1.4123,0.8003,8.3464,-131.9959,-18.2133,27.5418,-21.9035,90.719,2222.0,6.251,Sinker
6375,SI,91.5,-3.2665,6.3097,-1.3157,1.0738,7.3661,-132.9596,-17.003,27.9652,-18.597,91.024,2199.0,6.036,Sinker
6376,SI,92.2,-3.018,6.3615,-1.1835,1.0238,9.8619,-133.8597,-16.1825,27.0869,-19.2811,91.977,2226.0,6.141,Sinker
6377,SI,91.8,-3.1722,6.2422,-1.5701,0.5475,10.612,-133.2106,-20.8116,27.6702,-24.6158,91.444,2060.0,6.155,Sinker
6378,SI,92.5,-2.9176,6.2156,-1.4742,0.909,7.8071,-134.4127,-19.449,27.4122,-20.326,92.462,2254.0,6.212,Sinker
6379,SL,88.3,-3.2373,6.003,-0.0036,0.552,12.0752,-128.0512,-2.2587,23.5328,-25.2736,88.493,2167.0,6.352,Slider
6380,SI,91.8,-3.0679,6.2299,-1.4511,0.6811,9.5236,-133.2968,-19.0498,26.4582,-23.3078,91.343,2193.0,5.961,Sinker
6381,SI,92.8,-3.041,6.1978,-1.5543,0.9661,7.9256,-134.8319,-20.5909,29.265,-19.3043,92.55,2277.0,6.221,Sinker
